year,country,avg_temperature_°c,co2_emissions_tons_capita,sea_level_rise_mm,rainfall_mm,population,renewable_energy_,extreme_weather_events,forest_area_
2012,Russia,0.4147157190635451,0.3897435897435897,0.825,0.9227381905524419,0.7765061593605929,0.8106904231625836,0.14285714285714285,0.21202003338898162
2014,UK,0.07023411371237456,0.8512820512820513,0.07500000000000001,0.4631705364291433,0.45416654789460564,0.3986636971046771,0.07142857142857142,0.6026711185308848
2010,Indonesia,0.4381270903010034,0.40512820512820513,0.7749999999999999,0.6825460368294636,0.642625414946065,0.9465478841870825,0.7142857142857142,0.5025041736227045
2003,Russia,0.09698996655518394,0.07692307692307693,0.825,0.7085668534827863,0.6330954091216061,0.4053452115812918,0.8571428571428571,0.8664440734557595
2012,China,0.40802675585284276,0.5435897435897435,0.44999999999999996,0.16813450760608487,0.3998991342610875,0.7706013363028954,0.5714285714285714,0.9532554257095158
2006,Indonesia,0.5953177257525083,0.8615384615384615,0.9750000000000001,0.577662129703763,0.6254792397937197,0.4832962138084633,0.14285714285714285,0.40400667779632715
2018,UK,0.5819397993311036,0.5897435897435898,0.7749999999999999,0.4835868694955965,0.8274615746898625,0.8975501113585747,0.8571428571428571,0.5058430717863105
2021,Australia,0.6655518394648828,0.22564102564102564,0.7749999999999999,0.9647718174539632,0.1997325761551587,0.9064587973273941,0.07142857142857142,0.9716193656093488
2001,Mexico,0.09698996655518394,0.3846153846153846,0.75,0.9703763010408326,0.9492479075590073,0.0846325167037862,0.21428571428571427,0.27545909849749584
2009,Indonesia,0.6555183946488294,0.4512820512820513,0.15000000000000002,0.23138510808646914,0.06285027832910446,0.9354120267260579,1.0,0.7913188647746243
2012,India,0.31438127090301005,0.5794871794871795,0.22499999999999998,0.35588470776621295,0.9780200422723228,0.8240534521158129,0.9285714285714285,0.22370617696160267
2020,South Africa,0.4013377926421404,0.7589743589743589,0.475,0.288230584467574,0.10422358841164449,0.7906458797327395,0.07142857142857142,0.681135225375626
2005,UK,0.8595317725752508,0.09743589743589742,0.275,0.3518815052041633,0.025145737750591722,0.1982182628062361,0.0,0.25208681135225375
2011,Brazil,0.010033444816053505,0.8871794871794871,0.42500000000000004,0.4483586869495596,0.9741687076884894,0.8040089086859689,0.3571428571428571,0.8831385642737897
2011,Brazil,0.5919732441471571,0.010256410256410255,0.8999999999999999,0.8030424339471578,0.928406841781136,0.8507795100222717,1.0,0.5609348914858097
2019,Australia,0.6020066889632106,0.3692307692307692,0.825,0.8278622898318655,0.11336517712107665,0.2873051224944321,0.6428571428571428,0.18530884808013354
2010,Australia,0.39799331103678925,0.02564102564102564,0.625,0.5892714171337069,0.2653601872490829,0.953229398663697,0.5,0.22370617696160267
2022,France,0.23745819397993306,0.3948717948717948,0.8500000000000001,0.15252201761409126,0.014628503387587786,0.04677060133630291,0.6428571428571428,0.4924874791318865
2006,South Africa,0.2341137123745819,0.5282051282051282,0.7749999999999999,0.8726981585268214,0.11634318233726568,0.14699331848552338,0.6428571428571428,0.9616026711185308
2000,South Africa,0.8862876254180602,0.5128205128205128,0.42500000000000004,0.5796637309847879,0.4128557825250906,0.5367483296213809,0.07142857142857142,0.7696160267111853
2000,China,0.4448160535117057,0.1641025641025641,0.2,0.6361088871096877,0.37164278476125123,0.5746102449888641,0.9285714285714285,0.4874791318864774
2019,Australia,0.3311036789297659,0.6461538461538461,0.525,0.7145716573258607,0.3702874655832012,0.643652561247216,0.5714285714285714,0.337228714524207
2012,South Africa,0.45150501672240795,0.04615384615384615,0.725,0.05684547638110485,0.4102023320282165,0.015590200445434313,1.0,0.5492487479131887
2008,Argentina,0.6722408026755853,0.764102564102564,0.42500000000000004,0.754603682946357,0.5742996992707922,0.9599109131403119,0.8571428571428571,0.7479131886477461
2002,France,0.14715719063545152,0.9487179487179487,0.675,0.6809447558046436,0.7730936425368674,0.04231625835189311,0.14285714285714285,0.7829716193656093
2006,Russia,0.45150501672240795,0.3384615384615384,0.09999999999999998,0.5740592473979184,0.5425065695847823,0.1403118040089087,0.5,0.32387312186978295
2005,Germany,0.5886287625418061,0.5179487179487179,0.75,0.08887109687750197,0.9630951356378563,0.011135857461024495,0.7857142857142857,0.7212020033388981
2007,Germany,0.9531772575250835,0.37948717948717947,0.825,0.08726981585268215,0.3039619506004751,0.5657015590200446,0.5,0.6577629382303839
2008,Russia,0.25418060200668896,0.005128205128205127,0.7,0.07085668534827863,0.847514976263963,0.9331848552338531,1.0,0.9582637729549248
2004,Canada,0.3612040133779264,0.3846153846153846,0.9750000000000001,0.6617293835068054,0.3941936299484046,0.6659242761692651,0.14285714285714285,0.9315525876460768
2000,UK,0.3812709030100334,0.7897435897435897,0.825,0.17253803042433943,0.6612997625468334,0.8218262806236081,0.14285714285714285,0.7896494156928213
2018,France,0.608695652173913,0.5948717948717948,0.8999999999999999,0.10528422738190549,0.6170750366506333,0.011135857461024495,0.7857142857142857,0.722871452420701
2009,Argentina,0.35785953177257523,0.10256410256410256,0.925,0.3811048839071257,0.39100550673518075,0.5412026726057906,1.0,0.2721202003338898
2011,South Africa,0.5351170568561873,0.8461538461538461,0.8,0.1709367493995196,0.8159182458905873,0.4587973273942093,0.3571428571428571,0.8464106844741235
